Name	Mass	m/z	RT min	RT	Cel_1dil40_1-B,3_01_21146	Cel_1dil40_1-B,3_01_21151	Cel_1dil40_1-B,3_01_21156	Cel_1dil40_1-B,3_01_21161	Cel_1dil40_1-B,3_01_21166
Cluster_00006	256.1007636	86.37419754	1.94607265	327.7700337	8948.429688	9031.116211	8972.138672	9808.166016	10691.46582
Cluster_00037	162.0807944	82.04767372	2.716030638	403.2133178	3393.136719	2797.265137	2776.907715	2905.594727	3033.602295
Cluster_00042	171.1100735	86.56231327	1.945657642	327.7248237	9424.117188	9927.798828	9509.355469	10457.52344	10072.25684
Cluster_00101	238.0437902	120.0291716	9.515568431	582.4348177	1714.001709	1648.371948	1601.210693	1618.136108	1515.737915
Cluster_00116	262.1265513	132.0705521	1.958963216	329.1743009	6492.110352	6951.225586	6057.826172	7012.517578	7159.436523
Cluster_00117	263.1301813	132.5723672	1.955332346	328.7787626	2574.508789	2719.519043	2638.149658	3332.026367	3659.234619
Cluster_00146	315.1586935	158.5866232	3.151560852	416.3027451	2865.613525	2512.486084	2529.00708	2333.019287	2689.592773
Cluster_00153	330.2271222	166.1208376	2.196685055	355.0711455	3548.667969	3579.685547	3399.883545	3425.519775	3521.86792
Cluster_00170	356.2418564	179.1282047	2.30179985	366.5220982	2943.546143	2950.5354	2854.6875	3525.073486	3355.177979
Cluster_00171	358.2322097	180.1233813	2.381058113	375.1563025	2345.201416	2147.067627	2307.01123	2407.561523	2283.233398
Cluster_00173	358.2574668	180.1360099	5.879038153	498.2743622	1535.088379	1598.314697	1741.644409	1687.302979	1889.573364
Cluster_00174	358.2576919	180.1361225	6.668647711	516.8639818	5975.480469	5963.772461	4694.530762	5525.624512	5293.716797
Cluster_00190	372.2479434	187.1312482	2.971715885	410.8976835	1652.348022	1285.717651	1393.14624	1925.576416	1582.784912
Cluster_00191	372.2732258	187.1438894	2.333488596	369.9741939	2682.567871	2583.62915	2376.729492	2621.11377	2515.998047
Cluster_00200	384.2481638	193.1313584	2.477265126	385.6368628	2984.135498	2936.54834	2440.763428	3293.837891	2838.164795
Cluster_00203	386.2637131	194.139133	6.994190693	524.3619516	5500.115723	4711.535645	4603.259277	5399.818848	4907.118652
Cluster_00207	390.225902	196.1202275	4.329386443	451.7011216	1148.79895	1242.922485	1321.276245	1272.885376	1395.327271
Cluster_00208	392.2166753	197.1156142	3.107370301	414.9746421	1480.322754	1530.210693	1458.918335	1739.736572	1384.815918
Cluster_00213	400.1627799	201.0886664	8.153815988	551.0706686	5017.640625	5262.90918	4470.840332	4532.671387	4559.931641
Cluster_00217	406.2573189	204.135936	9.188282138	574.8966956	3771.007324	3747.429199	2968.243652	3629.67627	3176.332275
Cluster_00226	413.2633114	207.6389322	2.5768164	396.4817388	1102.92041	1093.017334	1286.821167	1214.525879	1297.410522
Cluster_00229	416.1976827	209.1061179	2.723914226	403.4502512	1650.135742	1763.191528	1722.579956	1860.608765	1608.324829
Cluster_00244	434.2636902	218.1391216	9.305014291	577.5852935	4119.80957	3596.30835	3224.126709	3718.388184	3453.188965
Cluster_00251	445.289757	223.652155	3.613533697	430.1868794	3762.901367	3603.192383	3231.253906	3775.665771	3503.946777
Cluster_00277	484.1241136	243.0693333	3.154297933	416.3850054	2818.604248	2589.906738	2669.562988	2939.924805	3226.350586
Cluster_00290	496.1103366	249.0624448	4.31702244	451.3295338	3388.560547	3407.563965	3351.112061	3923.02124	3771.265381
Cluster_00291	496.1243565	249.0694548	3.067395436	413.7732373	3688.261963	3262.354004	3559.92627	4452.249023	4094.550537
Cluster_00308	514.3588591	258.186706	2.19703594	355.1093701	1997.923218	1992.481079	1925.39978	2375.880859	2108.046631
Cluster_00329	529.3218054	265.6681792	7.794310812	542.7904749	1462.514526	1331.938599	1313.500977	1437.677979	1269.799683
Cluster_00349	547.2357086	274.6251308	25.03933552	1324.146459	1514.485718	1569.024048	1780.555664	2110.050537	1683.475586
Cluster_00367	562.2542351	282.1343941	26.82025088	1423.894581	1036.77356	1093.233521	1105.251099	1292.263794	1089.443115
Cluster_00387	576.2700895	289.1423212	28.2070075	1500.456993	1535.877075	1707.054565	1524.930542	1823.862549	1605.647705
Cluster_00391	580.1816071	291.09808	12.27296317	669.5342219	3904.428467	3529.280762	3515.122559	3523.560791	3551.457031
Cluster_00403	596.1452073	299.0798802	17.04367315	877.4891256	9049.379883	8439.56543	7414.152344	8591.463867	8875.178711
Cluster_00405	596.238989	299.126771	24.5918597	1298.952441	1229.758911	1443.43103	1692.488403	2171.751465	1978.571045
Cluster_00407	597.1510604	299.5828067	20.6211421	1071.816804	2975.089111	2889.786865	3051.714111	3104.480469	3420.323486
Cluster_00446	633.1719685	317.5932607	11.63784106	647.3948417	2679.283203	2750.454102	2332.852295	2537.015137	2501.904785
Cluster_00451	638.1925827	320.1035678	16.13390696	832.6837502	7234.691406	6338.562012	5918.804199	6281.030762	6370.714355
Cluster_00627	879.674647	440.8446	37.04492298	1999.873538	4190.994141	3429.673584	3566.08667	3421.385254	3377.300293
Cluster_00701	1012.520549	507.267551	27.66915911	1470.767343	1544.089844	1450.887329	1664.319092	2144.981201	1664.773438
Cluster_00723	1092.579529	547.297041	26.12347999	1385.145172	3986.399414	3730.762939	3534.357178	4330.749512	3822.708984
Cluster_00724	1092.568189	547.291371	25.58921667	1355.085179	1578.857544	1353.155029	1230.705078	1317.812134	1482.62207
Cluster_00801	1616.964484	809.4895187	28.20718292	1500.466516	1247.249512	1232.419922	1346.866821	1427.92334	1452.668823
Cluster_00836	44.02806483	62.06189083	25.90721115	1372.976941	7379.490723	7195.414551	7781.555176	7880.015137	8069.373535
Cluster_00837	44.02807052	62.06189652	27.8893691	1482.926314	9237.083008	9092.332031	9273.740234	9760.293945	9459.015625
Cluster_00845	69.0591881	70.0664641	2.309044364	367.3112981	1716.886841	1812.544434	2011.463257	1167.601685	2160.479248
Cluster_00850	54.04818221	72.08200821	3.156862628	416.4620847	8692.663086	9326.09082	7860.089355	10596.16504	10398.55664
Cluster_00851	54.04807639	72.08190239	4.683777013	462.3519777	9740.016602	8970.588867	8718.473633	9061.473633	9482.476563
Cluster_00854	54.04815825	72.08198425	8.452899462	557.9592178	7471.644043	6421.887207	6198.57666	6802.819336	5207.388184
Cluster_00856	54.04821328	72.08203928	7.875063154	544.6503787	2756.253174	2714.536621	2624.656982	2432.759521	2969.40332
Cluster_00867	72.058628	73.065904	18.75950174	968.2051115	3068.177246	2912.310059	2851.98291	2770.256836	3062.962402
Cluster_00883	54.05029243	77.03951343	2.816144759	406.2221481	6417.401367	5857.099609	5396.887695	5340.818359	5249.024414
Cluster_00885	78.04781697	79.05509297	2.817296513	406.2567629	13068.19922	11878.11426	11545.23535	12273.96387	11689.03418
Cluster_00886	61.02126211	79.05508811	12.52977246	678.4861987	6402.480469	5822.086914	4735.114746	5440.28125	5219.449707
Cluster_00909	82.0789991	83.0862751	35.21478379	1887.431957	7684.508301	6932.804199	6145.327637	7013.65625	6913.003906
Cluster_00925	66.04758487	84.08141087	2.198281721	355.2450825	6169.67627	6081.555664	6150.901367	5766.770508	6272.578613
Cluster_00929	84.02165238	85.02892838	6.858775035	521.2430316	5461.992188	4952.711426	4759.865234	5382.342773	5343.103027
Cluster_00930	62.03967434	85.02889534	5.419184206	484.4539093	2768.182861	2703.338135	2514.537109	2868.779053	3223.670166
Cluster_00933	84.05801865	85.06529465	7.241834124	530.0657236	5868.95459	5490.116211	5564.779297	5474.054688	6125.17627
Cluster_00939	84.09445735	85.10173335	30.91704337	1647.508771	3502.559326	3775.456787	3429.698486	4785.964844	3519.919189
Cluster_00940	84.09456715	85.10184315	35.20954069	1887.13024	1366.423462	1308.185547	1130.465698	1752.168091	1304.278076
Cluster_00945	68.02673713	86.06056313	2.120480036	346.7695543	18707.99023	21016.30469	22459.64648	25473.76953	25481.58984
Cluster_00956	85.08971186	86.09698786	5.840759583	497.1239379	4395.031738	5073.910645	4888.585938	5640.923828	6341.853516
Cluster_00958	85.08977552	86.09705152	8.805967393	566.0911475	42447.46094	37306.53906	38273.05859	37553.12109	37611.71875
Cluster_00982	85.08985528	86.09713128	32.87445227	1754.646269	6335.47168	7227.933594	7837.512695	8711.319336	8743.793945
Cluster_00983	85.09000587	86.09728187	34.29344961	1834.413242	1444.58374	2098.912598	1999.177124	2647.178223	2394.291504
Cluster_00989	86.03724184	87.04451784	2.536423845	392.0814712	14446.64258	13525.57715	13336.68555	14227.27148	15531.94141
Cluster_00991	86.03717119	87.04444719	4.047264575	443.2222295	4145.258301	4279.353027	3942.955078	4098.515625	4280.135742
Cluster_01013	88.05279938	89.06007538	2.211812358	356.7190775	4054.543945	4581.192383	5124.680176	5240.751953	5687.172852
Cluster_01014	88.0527614	89.0600374	7.11602012	527.1679508	2587.235596	2459.807861	2098.431396	2882.10791	2412.822266
Cluster_01018	72.0215115	90.0553375	3.487219031	426.3906178	27894.33203	27345.29102	27907.50977	30547.33984	31291.00195
Cluster_01021	72.02150492	90.05533092	5.449836099	485.3751214	1556.026367	1673.71875	1849.786621	2078.480957	2302.848145
Cluster_01027	90.04731676	91.05459276	12.81368257	688.3828687	27286.44531	26735.01758	22157.96289	23738.85547	24385.20508
Cluster_01028	90.04723907	91.05451507	2.813052139	406.1292025	3938.657959	3272.336426	3044.163818	3274.229736	2999.39624
Cluster_01031	69.06046865	92.04968965	6.914979075	522.537534	11313.7666	10520.48926	10681.67871	10510.33398	10844.23535
Cluster_01032	69.06056111	92.04978211	9.51641195	582.4542458	41115.83203	38054.15234	35510.69141	36412.75391	38135.59375
Cluster_01034	70.04760999	93.03683099	2.304431275	366.8087593	3010.874512	2928.102051	3002.881104	3095.126221	3514.098633
Cluster_01037	92.06282925	93.07010525	2.816953791	406.2464627	12963.16211	11461.3291	10884.27441	11213.04688	11686.44531
Cluster_01038	92.06285444	93.07013044	32.86540249	1754.146329	4757.26123	3989.62085	3955.424316	4234.119629	4497.424805
Cluster_01040	93.05806531	94.06534131	2.719383336	403.3140798	35521.64063	35409.94531	33915.30469	35331.73047	38687.41016
Cluster_01044	72.0236581	95.0128791	4.494554479	456.6650826	5670.057617	5155.447266	4908.881836	5337.539551	5408.193848
Cluster_01046	94.04202673	95.04930273	2.817432325	406.2608446	5291.649902	4078.598145	4249.86377	4027.884033	4373.652344
Cluster_01050	77.05192599	95.08575199	14.44844378	756.0187736	3783.539795	3657.137939	3509.124268	4190.267578	3864.407471
Cluster_01051	72.09645966	95.08568066	18.76726764	968.6259051	4714.79834	4760.181152	4499.037598	4583.781738	4680.968262
Cluster_01052	77.05194867	95.08577467	32.85722194	1753.694407	10916.40527	9670.349609	9766.453125	9758.558594	9779.96875
Cluster_01055	72.09653035	95.08575135	34.27331048	1833.254324	5001.968262	4780.607422	4297.588379	5171.529297	4558.834473
Cluster_01060	77.05194257	95.08576857	36.15667669	1944.832137	3163.991211	2290.275879	2309.476563	2549.733643	2487.977051
Cluster_01064	74.03918645	97.02840745	5.422003363	484.5386363	1953.289185	1438.005859	1683.364746	1929.1698	2255.246338
Cluster_01065	96.05759333	97.06486933	7.100729763	526.8157803	8125.399414	7164.383789	7260.561523	7337.001465	8125.575684
Cluster_01066	96.05767452	97.06495052	14.43573306	755.4716807	19158.05664	17439.33594	17817.44727	19189.20313	18877.11133
Cluster_01067	74.07563394	97.06485494	18.36328983	946.7364294	2402.181641	2714.396484	2608.025879	2717.287598	2356.083008
Cluster_01068	74.07565504	97.06487604	20.36829087	1057.572854	2324.552002	2173.474365	1997.608398	2219.753418	2652.977539
Cluster_01082	76.05485719	99.04407819	20.37433575	1057.913382	7850.252441	7849.083984	7084.545898	6990.155762	8707.896484
Cluster_01084	76.05483275	99.04405375	6.88103724	521.7557791	3118.165771	3284.699951	3044.776123	3331.576904	3126.679688
Cluster_01086	98.07329334	99.08056934	13.74489091	725.7365562	27507.51953	26495.30078	27641.78711	29125.61719	29199.44141
Cluster_01087	98.07327224	99.08054824	12.61133138	681.3292176	9845.538086	9975.854492	8911.554688	9613.041992	9664.620117
Cluster_01088	98.07332882	99.08060482	13.02970023	695.9129124	61973.16797	61378.99609	59324.30469	60846.84375	63960.27734
Cluster_01091	98.07334807	99.08062407	9.113433498	573.1727671	561914.1875	550606.875	550566.5625	579998.5625	568677.25
Cluster_01095	98.10955266	99.11682866	30.91644806	1647.476496	1311.322021	1299.121826	1043.765747	1395.479492	1099.388306
Cluster_01097	82.04186914	100.0756951	3.11008473	415.0562215	6178.696777	6006.209961	5714.893555	6414.467285	6558.15918
Cluster_01104	100.0159599	101.0232359	1.895326832	322.2419064	26809.94727	24492.0625	20790.31445	21681.47852	21751.04688
Cluster_01105	100.0524052	101.0596812	2.386812413	375.7831621	10756.59961	10639.79297	10708.76465	11859.12207	11971.43066
Cluster_01106	100.0523988	101.0596748	7.24118902	530.0508654	13442.13965	12510.13281	12019.56348	11661.90723	12789.86523
Cluster_01107	100.0524671	101.0597431	8.321874301	554.9414206	46328.23438	42573.125	41838.24219	43620.58984	43291.66016
Cluster_01108	100.0524593	101.0597353	10.60700571	611.4615062	12819.62988	10875.6543	10713.72949	10590.94043	10969.66211
Cluster_01144	84.05753425	102.0913603	34.2514031	1831.993651	4444.520508	4171.778809	3740.031982	4506.123535	3765.368896
Cluster_01159	85.00504783	103.0388738	3.206196734	417.9447722	7981.155762	7909.465332	7782.762695	8349.8125	8143.734375
Cluster_01160	102.0469789	103.0542549	2.817393254	406.2596704	141033.6875	128563.7734	124876.6172	125138.0625	123684.7813
Cluster_01161	102.0680653	103.0753413	11.08835171	628.2404877	7771.04834	6966.011719	6303.292969	6363.873535	6910.194336
Cluster_01166	86.07330913	104.1071351	26.13287073	1385.673536	6140.717773	5733.80957	5884.784668	5841.959473	5678.643555
Cluster_01167	86.07304917	104.1068752	26.82242982	1424.014892	4228.084961	4680.869629	5058.094238	5508.206055	5972.325684
Cluster_01168	86.073422	104.107248	27.41838905	1456.920987	2931.896973	2862.412109	2991.371582	3189.10376	3235.878906
Cluster_01169	86.07319593	104.1070219	28.18173109	1499.069182	5419.980469	5139.961914	5690.841797	5887.202637	5140.648926
Cluster_01170	86.07329769	104.1071237	31.22862925	1664.401175	1534.841309	1768.981812	1846.383911	1720.729126	1491.530762
Cluster_01173	104.0472971	105.0545731	2.001534293	333.8118915	4127.760254	4033.025879	3750.348633	4819.852539	4892.334961
Cluster_01174	104.0472602	105.0545362	4.09165298	444.5562789	26458.88086	26344.66406	26897.04297	29691.27734	27387.91016
Cluster_01176	104.0625282	105.0698042	21.30541702	1110.571354	24598.92578	23298.25	22747.49414	23026.67969	22958.45898
Cluster_01177	104.062551	105.069827	3.868963365	437.863564	4656.458008	4592.757813	4299.856934	4832.928223	4705.28125
Cluster_01178	104.0625396	105.0698156	32.86583336	1754.170131	3550.242676	2773.482422	2946.357666	3109.159668	2706.193115
Cluster_01179	104.0624665	105.0697425	2.819250993	406.3155029	3075.369385	2753.134766	2888.174805	2719.193848	2587.341553
Cluster_01184	84.05980926	107.0490303	2.817043135	406.2491479	37622.73047	35332.88281	36007.82031	36732.54688	35446.76172
Cluster_01186	89.01517527	107.0490013	7.977334869	547.0059209	5959.75	5587.678223	4601.941895	5224.301758	5191.618652
Cluster_01191	89.05153052	107.0853565	9.848344352	590.0993779	1509.581665	1278.862549	1269.954834	1375.258423	1470.017334
Cluster_01196	108.0572392	109.0645152	6.688916791	517.3308232	5004.293457	4641.000488	5213.879883	4938.356445	4724.348145
Cluster_01198	86.07534979	109.0645708	19.08477292	985.8298806	6349.034668	6099.838867	6166.743164	6266.11084	6507.949219
Cluster_01204	108.0938464	109.1011224	13.59328099	719.2109844	108870.6016	94206.92188	91146.10156	89846.57031	96888.23438
Cluster_01205	86.1117819	109.1010029	23.60640657	1242.588086	5183.007324	5047.146973	4702.349609	4825.954102	5612.077148
Cluster_01208	108.093782	109.101058	32.85718453	1753.69234	13717.99805	12102.35742	12006.66797	12353.72852	12580.56152
Cluster_01210	108.0937589	109.1010349	34.28624811	1833.998827	4299.78125	4624.369629	4159.91748	4366.76123	4164.117188
Cluster_01211	86.11186719	109.1010882	35.21665895	1887.539864	2576.56958	2068.042236	2006.115356	1878.478394	2157.435791
Cluster_01225	110.0365293	111.0438053	4.799087658	465.8175244	14377.52832	13992.70117	14129.92969	14436.43164	15266.49023
Cluster_01228	110.073053	111.080329	10.98967423	624.8007423	22341.39258	23181.44531	22137.39063	21727.69336	21690.20508
Cluster_01229	88.09098066	111.0802017	17.66873178	909.1019072	1289.727051	1189.368042	1731.833618	1553.402222	1512.796997
Cluster_01230	88.0910551	111.0802761	12.39703729	673.8592548	1314.942871	1266.245361	1200.621582	1366.279785	1466.540283
Cluster_01233	110.1094928	111.1167688	35.21362731	1887.365407	14631.78223	13527.18164	12577.08789	13607.76563	14196.36523
Cluster_01236	111.0317716	112.0390476	3.574834467	429.0238126	13154.07813	12173.64453	13167.62109	13198.42871	13608.85547
Cluster_01237	94.00519157	112.0390176	5.898757588	498.8670102	3383.977051	3487.719727	3076	3156.093506	3167.323486
Cluster_01242	112.015799	113.023075	4.492781458	456.6117962	17903.1543	16241.74414	15281.25293	15564.74609	17077.80469
Cluster_01247	90.07029728	113.0595183	2.29217772	365.4738865	1321.506836	1379.777954	1381.443359	1537.133057	1585.258179
Cluster_01248	90.07022742	113.0594484	3.01093828	412.0764736	1788.948486	2009.924072	2276.431885	2657.190674	2635.07666
Cluster_01249	90.07025029	113.0594713	10.44242877	605.7246071	4333.558594	4556.89502	4408.542969	4120.245605	4206.841309
Cluster_01250	90.07024988	113.0594709	20.15380224	1045.489997	2399.870361	2697.55249	2656.003662	3064.320068	2570.839111
Cluster_01266	114.0314194	115.0386954	2.531908782	391.5896111	13879.86816	13962.77637	13852.47266	13456.67676	14754.55664
Cluster_01267	114.031433	115.038709	3.971333722	440.9402032	19987.17383	20397.75586	19430.25	20401.76172	21431.66406
Cluster_01268	114.0466371	115.0539131	5.029277206	472.7356423	1366.771484	1550.235962	1213.313477	1402.294678	1216.208496
Cluster_01270	114.0678015	115.0750775	4.742221247	464.108461	3580.538574	3764.110596	3595.562988	3935.753174	3862.875732
Cluster_01271	114.0677478	115.0750238	8.638927831	562.2438596	2791.262939	2799.801514	3297.436279	3038.275146	2972.5354
Cluster_01274	114.0677522	115.0750282	34.33771943	1836.960775	2207.330811	2081.925537	2125.540527	2107.169678	1961.278809
Cluster_01280	98.03664374	116.0704697	5.735428412	493.9583143	2268.010498	1955.164673	2999.571533	2643.744385	2640.755615
Cluster_01292	116.0623177	117.0695937	32.86342205	1754.036922	3315.263672	2920.620117	2791.45459	2847.015381	2875.749756
Cluster_01295	116.083507	117.090783	9.103561669	572.9453972	61596.08203	59034.63672	61026.88281	61769.46094	61515.52734
Cluster_01300	117.0575679	118.0648439	9.151135527	574.0411276	37970.33984	37421.30078	35110.32813	34743.76563	35166.04297
Cluster_01301	117.0576695	118.0649455	10.08106523	595.4594507	152008.5469	148083.3906	140797.9531	138024.9688	145770.9375
Cluster_01302	100.0309807	118.0648067	5.030086261	472.7599576	15026.47168	13859.88867	13712.99805	13508.03711	13612.01172
Cluster_01323	101.0362752	119.0701012	8.321270395	554.9275113	102210.3281	99066.21094	99620.54688	101429.5	99902.74219
Cluster_01324	101.0361604	119.0699864	7.692872208	540.4541211	6585.130859	6355.198242	6294.883789	6251.251465	6060.498047
Cluster_01325	118.0780295	119.0853055	23.53520189	1238.515436	42231.23438	39573.02344	36980.39063	37545.75781	38024.91797
Cluster_01333	97.05503438	120.0442554	5.419280623	484.456807	41867.98047	38633.96484	37127.91406	40390.55469	39805.88672
Cluster_01334	97.05500938	120.0442304	8.154226375	551.0801207	541306.4375	529139.0625	487226.7813	495341.75	502657.5938
Cluster_01335	97.05500121	120.0442222	8.971384972	569.9010776	5096.255371	4611.642578	4020.384766	5393.62207	5905.115723
Cluster_01338	97.05493978	120.0441608	13.2776167	705.6242095	17295.57617	15451.38477	15429.31934	16456.10742	14778.60645
Cluster_01339	119.0369447	120.0442207	20.61973325	1071.737439	20522.91406	18027.9082	17476.31641	17600.65625	17869.58398
Cluster_01341	97.05500708	120.0442281	15.25859865	790.8893385	18872.20313	16962.07422	15182.49023	17058.35547	15413.13379
Cluster_01342	102.0103739	120.0441999	16.10531511	831.2756206	26191.21875	24504.28711	23837.05469	24202.11719	24401.76172
Cluster_01344	97.05506134	120.0442823	6.915103413	522.5403978	577673	529878.1875	535066	564516.3125	528129.8125
Cluster_01345	119.0371014	120.0443774	9.51683924	582.4640872	1684760.375	1642411.625	1639163.375	1642914.75	1649620.5
Cluster_01351	102.0221388	120.0559648	5.41769295	484.4090911	1396.262329	1363.423828	1344.674072	1547.6073	1581.190552
Cluster_01353	119.0578876	120.0651636	4.39416808	453.6480693	1348.84021	1334.470459	1230.333496	1206.183228	1286.644775
Cluster_01354	102.0467949	120.0806209	7.364848069	532.8990049	72577.19531	71202.10938	73352.03125	76605.57813	76099.35156
Cluster_01356	102.0467297	120.0805557	6.648138846	516.3916176	3429.875977	3411.765137	3257.233398	3097.345947	3032.685059
Cluster_01363	120.0461499	121.0534259	6.911301511	522.4528317	2188.468506	2526.493408	2454.267822	2706.746582	2354.304932
Cluster_01366	120.0572549	121.0645309	8.136564203	550.6733221	88353.54688	85499.58594	78688.125	78187.73438	83374.08594
Cluster_01367	103.0306122	121.0644382	21.31040434	1110.857919	4556.09668	4549.419922	4144.946289	3607.020508	4175.689453
Cluster_01368	103.0305731	121.0643991	2.808232945	405.9843664	3297.313477	3304.533691	3043.796631	2732.375977	3204.101807
Cluster_01369	103.0306301	121.0644561	9.594081802	584.243153	19203.08203	19315.88672	19119.98242	18471.00781	18950.92969
Cluster_01375	120.0935857	121.1008617	32.86439221	1754.090517	13402.33594	12618.76074	12073.99219	11497.98828	11927.40234
Cluster_01376	98.11161489	121.1008359	34.2731514	1833.245169	2356.873779	2532.265137	2573.943848	2212.358398	2534.758301
Cluster_01379	120.0935338	121.1008098	7.667188338	539.8625652	2986.820313	2794.418213	2934.17749	2694.941895	2779.946289
Cluster_01380	103.0671213	121.1009473	19.04539272	983.6960703	1454.333374	1227.380371	1295.720703	1180.845093	1187.735474
Cluster_01389	104.0622984	122.0961244	3.869187865	437.8703111	2324.456787	2046.343018	2304.615723	2061.381104	2344.117188
Cluster_01397	100.0545141	123.0437351	12.52934828	678.4714126	18680.41602	16818.55664	14339.23438	14819.20801	14988.24902
Cluster_01401	105.0462999	123.0801259	14.45163524	756.1561397	2392.315674	2364.904785	1963.198608	2600.991455	2398.64502
Cluster_01404	105.046202	123.080028	10.26522702	599.7011012	2176.695068	2192.539795	2319.405273	2246.52832	2687.145996
Cluster_01414	122.1093007	123.1165767	11.54549893	644.175937	52752.71094	50344.44922	49728.01563	49317.36719	49285.3125
Cluster_01415	122.1092981	123.1165741	19.42038087	1004.173934	5791.028809	5503.396973	5592.666504	6114.387207	5868.428711
Cluster_01416	100.1273184	123.1165394	23.60091706	1242.274106	4470.069824	4482.939941	4101.988281	4303.909668	4492.000977
Cluster_01417	105.0826706	123.1164966	32.8549361	1753.568129	8368.543945	7621.347656	7280.852051	7164.450684	7158.145508
Cluster_01419	100.1273344	123.1165554	14.55095486	760.4310402	3621.168213	3484.634277	3429.820557	3196.201416	3658.012939
Cluster_01420	105.0827138	123.1165398	34.29605549	1834.563198	2169.790039	2060.996582	1885.394165	2186.857422	2068.759033
Cluster_01421	105.0826746	123.1165006	35.21392387	1887.382473	1341.998657	1273.43811	1226.462402	1299.645386	1297.025757
Cluster_01423	105.0825971	123.1164231	13.2537983	704.5990213	1312.077881	1363.550537	1374.619263	1199.361816	1227.347778
Cluster_01430	106.0052261	124.0390521	3.268357567	419.8129542	2223.084229	2480.325928	2509.078369	2067.514893	1884.022705
Cluster_01441	106.0415895	124.0754155	7.964524629	546.7108729	5203.978516	5219.595215	4883.058105	5008.599609	5028.286621
Cluster_01443	124.0521648	125.0594408	3.208037222	418.0000862	11489.45996	11315.81055	11839.51758	12294.47559	12358.61035
Cluster_01444	102.0701143	125.0593353	9.630906306	585.0913022	6227.995605	5578.1875	5872.133789	6056.274902	5931.787598
Cluster_01445	102.0701979	125.0594189	7.889843721	544.9908076	1033.621582	1251.684448	1039.379639	1162.418457	1148.661987
Cluster_01446	107.0620207	125.0958467	35.21677689	1887.546651	1386.790405	1126.103027	1149.540771	1269.712158	1330.790649
Cluster_01450	124.1249925	125.1322685	35.21292102	1887.324763	11311.48438	10248.06055	9955.639648	10486.73926	10953.47363
Cluster_01459	126.0428485	127.0501245	2.642728729	401.0103018	1208.358643	1193.219971	1332.239624	1308.28479	1362.607788
Cluster_01464	126.1042578	127.1115338	23.67743128	1246.650443	1881.384888	1819.862427	1905.998657	2109.368652	1923.313843
Cluster_01470	110.0731072	128.1069332	10.31609627	601.3208503	3192.961182	3148.612305	3245.512451	3151.622803	3079.805176
Cluster_01473	106.065151	129.054372	2.315869697	368.0548335	4887.238281	5086.786621	5353.062012	5568.953613	5657.447754
Cluster_01475	128.047169	129.054445	4.791584396	465.5920213	4602.539551	4480.202637	4469.601563	5043.445313	4796.179688
Cluster_01478	128.0835112	129.0907872	6.879930929	521.7302983	4036.079102	3680.194336	4040.891846	4068.543457	4365.098633
Cluster_01480	128.0834473	129.0907233	35.21281201	1887.31849	2116.511475	1767.855591	1810.570801	2033.857544	1776.977539
Cluster_01486	111.0682074	129.1020334	2.245137245	360.3494105	7605.427734	7361.062988	7420.351563	7068.241211	8382.026367
Cluster_01494	112.0310526	130.0648786	5.03039358	472.7691938	8429.506836	7729.190918	7983.123047	7598.707031	7582.98877
Cluster_01496	112.0311087	130.0649347	23.86665815	1257.473535	2287.884766	2158.502686	2300.365479	2291.986816	2434.011963
Cluster_01500	112.1251654	130.1589914	7.605223031	538.4353681	38924.00781	37424.96094	39108.19531	39654.40234	38523.58594
Cluster_01507	108.0597655	131.0489865	2.817797101	406.2718076	99003.60938	96540.46094	94332.85156	93344.4375	96194.16406
Cluster_01509	130.0628434	131.0701194	4.10257504	444.8845305	3418.110596	3460.124268	3771.929199	3402.577881	3556.027588
Cluster_01510	108.096028	131.085249	32.86417982	1754.078784	4883.539551	4488.473633	4308.306152	4054.121582	4358.805664
Cluster_01513	130.0991799	131.1064559	25.89223947	1372.134569	6721.282715	6485.330566	6763.612793	5968.989746	6685.149414
Cluster_01514	130.0991735	131.1064495	23.21143137	1219.996933	3789.25415	3601.775635	3629.370605	3817.533691	3550.400879
Cluster_01522	109.0913785	132.0805995	5.029624316	472.7460743	22511.57422	21120.13867	21700.4707	21912.12891	20504.91406
Cluster_01524	114.054976	132.088802	5.03032994	472.7672811	1099.904419	1109.589722	1085.990967	1317.434082	1075.310303
Cluster_01544	132.042124	133.0494	2.534596702	391.8824266	4742.219238	4559.914551	4756.744141	4977.458008	5411.910645
Cluster_01545	132.0421359	133.0494119	3.970680997	440.9205862	5287.377441	4965.584473	4873.474609	5199.595215	4869.462891
Cluster_01548	132.0573544	133.0646304	17.40993868	895.5274575	5752.61377	5728.810547	5111.883789	5532.91748	5137.297852
Cluster_01550	115.0520524	133.0858784	9.311756764	577.7405874	37938.13672	36068.08984	36982.46094	37825.60938	36618.99609
Cluster_01552	110.1118075	133.1010285	32.68431755	1744.142583	1805.586426	1684.747803	1839.111206	1961.557251	2007.299683
Cluster_01553	132.0938657	133.1011417	32.86614192	1754.187177	3922.776611	3985.376953	3942.3479	4074.827148	4417.587402
Cluster_01554	115.067281	133.101107	35.21587911	1887.494988	1996.455688	1806.333496	1667.126587	1816.15918	1649.325684
Cluster_01556	132.097852	133.105128	1.958288451	329.1007937	378704.125	370542.8125	332546.4063	372478.4375	420327.5625
Cluster_01560	134.0730187	135.0802947	23.53676669	1238.604937	5713.228027	5181.407715	4998.156738	4511.865234	4945.790039
