id	name	formula	inchikey	exactmass
M_xoldiolone_c	7alpha,12alpha-Dihydroxycholest-4-en-3-one	C27H44O3	UQPYXHJTHPHOMM-NIBOIBLTSA-N	416.3290453
M_xol25one_c	7alpha,25-Dihydroxy-4-cholesten-3-one	C27H44O3	POUKDTOWHPHYQU-HENOKILYSA-N	416.3290453
M_xoltri25_c	7-alpha,25-Dihydroxycholesterol	C27H46O3	BQMSKLCEWBSPPY-IKVTXIKFSA-N	418.3446953
M_xol27one_c	7alpha,26-Dihydroxy-4-cholesten-3-one	C27H44O3	KVJVJJWIEXCECB-GWUAJDSISA-N	416.3290453
M_xoltri27_c	7-alpha,27-Dihydroxycholesterol	C27H46O3	RXMHNAKZMGJANZ-DTTSCKGMSA-N	418.3446953
M_7a3o4chlstnt_c	7alpha-Hydroxy-3-oxo-4-cholestenoate	C27H42O4	SATGKQGFUDXGAX-MYWFJNCASA-N	430.3083098
M_xol7aone_c	7alpha-Hydroxycholest-4-en-3-one	C27H44O2	IOIZWEJGGCZDOL-RQDYSCIWSA-N	400.3341307
M_7dhchsterol_lum3_c	7-dehydro-cholesterol	C27H44O	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	384.339216
M_retinol_9_cis_c	9-cis-retinol	C20H30O	FPIPGXGPPPQFEQ-MKOSUFFBSA-N	286.2296656
M_acald_c	Acetaldehyde	C2H4O	IKHGUXGNUITLKF-UHFFFAOYSA-N	44.02621475
M_ac_c	Acetate	C2H4O2	QTBSBXVTEAMEQO-UHFFFAOYSA-N	60.02112937
M_acac_c	Acetoacetate	C4H6O3	WDJHALXBUFZDSR-UHFFFAOYSA-N	102.0316941
M_aacoa_m	Acetoacetyl-CoA(4-)	C25H40N7O18P3S	OJFDKHTZOUZBOS-CITAKDKDSA-N	851.1363396
M_ach_c	Acetylcholine	C7H16NO2	OIPILFWXSMYKGL-UHFFFAOYSA-N	146.1175552
M_accoa_c	Acetyl-CoA(4-)	C23H38N7O17P3S	ZSLZBFCDCINBPY-ZSJPKINUSA-N	809.125775
M_ade_n	Adenine	C5H5N5	GFFGJBXGBJISGV-UHFFFAOYSA-N	135.0544952
M_adn_n	Adenosine	C10H13N5O4	OIRDTQYFTABQOQ-KQYNXXCUSA-N	267.0967539
M_pap_c	Adenosine3,5-bisphosphate(4-)	C10H15N5O10P2	WHTCPDAXWFLDIH-KQYNXXCUSA-N	427.0294157
M_aps_c	5-Adenylylsulfate(2-)	C10H14N5O10PS	IRLPACMLTUPBCL-KQYNXXCUSA-N	427.0198998
M_adocbl_c	Adenosylcobalamin	C72H100CoN18O17P	ZIHHMGTYZOSFRC-OUCXYWSSSA-L	1578.65834
M_adocbi_c	adenosylcobinamide	C58H84CoN16O11	KQXSPGAEBZWHMC-QMUWONGRSA-M	1239.583193
M_mptamp_n	adenylyl-molybdopterin	C20H26N10O12P2S2	XJXFAXLUOKQPAQ-YPRLVJTJSA-N	724.0648327
M_adsel_c	Adenylylselenate(2-)	C10H14N5O10PSe	XCADVMZZFPIERR-KQYNXXCUSA-N	474.964351
M_adp_c	ADP(3-)	C10H15N5O10P2	XTWYTFMLZFPYCI-KQYNXXCUSA-N	427.0294157
M_adpglc_n	ADP-alpha-D-glucose	C16H25N5O15P2	WFPZSXYXPSUOPY-ROYWQJLOSA-N	589.0822391
M_adpman_n	ADP-mannose	C16H25N5O15P2	WFPZSXYXPSUOPY-RYRBFGMPSA-N	589.0822391
M_adprib_c	ADP-D-ribose(2-)	C15H23N5O14P2	SRNWOUGRCWSEMX-TYASJMOZSA-N	559.0716744
M_ala_ala_ala_c	Ala-Ala-Ala	C9H17N3O4	BYXHQQCXAJARLQ-ZLUOBGJFSA-N	231.121906
M_alalys_c	Ala-Lys	C9H19N3O3	QXRNAOYBCYVZCD-BQBZGAKWSA-N	217.1426415
M_ala_L_val_L_c	Ala-Val	C8H16N2O3	LIWMQSWFLXEGMA-WDSKDSINSA-N	188.1160924
M_ggdp_c	all-trans-geranyl-geranyldiphosphate(3-)	C20H36O7P2	OINNEUNVOZHBOX-QIRCYJPOSA-N	450.1936275
M_hexdp_c	all-trans-hexaprenyldiphosphate(3-)	C30H52O7P2	NGFSMHKFTZROKJ-MMSZMYIBSA-N	586.318828
M_nonadp_c	all-trans-Nonaprenyldiphosphate(3-)	C45H76O7P2	IVLBHBFTRNVIAP-MEGGAXOGSA-N	790.5066288
M_retinol_c	all-trans-retinol	C20H30O	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	286.2296656
M_retpalm_c	all-trans-retinylpalmitate	C36H60O2	VYGQUTWHTHXGQB-FFHKNEKCSA-N	524.4593312
M_tre6p_c	alpha,alpha-Trehalose6-phosphate(2-)	C12H23O14P	LABSPYBHMPDTEL-LIZSDCNHSA-N	422.0825424
M_aprop_c	alpha-Aminopropiononitrile	C3H6N2	UAMZETBJZRERCQ-UHFFFAOYSA-N	70.0530982
M_adgal_m	alpha-D-galactose	C6H12O6	WQZGKKKJIJFFOK-PHYPRBDBSA-N	180.0633881
M_gal1p_c	alpha-D-Galactose1-phosphate(2-)	C6H13O9P	HXXFSFRBOHSIMQ-FPRJBGLDSA-N	260.029719
M_glc_aD_n	alpha-D-Glucose	C6H12O6	WQZGKKKJIJFFOK-DVKNGEFBSA-N	180.0633881
M_g6p_A_c	alpha-D-glucose6-phosphate(2-)	C6H13O9P	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	260.029719
M_r1p_n	alpha-D-Ribose1-phosphate(2-)	C5H11O8P	YXJDFQJKERBOBM-TXICZTDVSA-N	230.0191543
M_r5p_c	alpha-D-Ribose5-phosphate(2-)	C5H11O8P	KTVPXOYAKDPRHY-AIHAYLRMSA-N	230.0191543
M_akgm_c	alpha-Ketoglutaramate	C5H7NO4	COJBGNAUUSNXHX-UHFFFAOYSA-N	145.0375077
M_lnlncacoa_c	alpha-Linolenoyl-CoA(4-)	C39H64N7O17P3S	OMKFKBGZHNJNEX-PQBHNYBOSA-N	1027.329226
M_aact_c	Aminoacetone	C3H7NO	BCDGQXUMWHRQCB-UHFFFAOYSA-N	73.05276385
M_nh3_c	ammonia	NH3	QGZKDVFQNNGYKY-UHFFFAOYSA-N	17.0265491
M_amp_c	AMP(2-)	C10H14N5O7P	UDMBCSSLTHHNCD-KQYNXXCUSA-N	347.0630848
M_andrstrn_c	Androsterone	C19H30O2	QGXBDMJGAMFCBF-HLUDHZFRSA-N	290.2245802
M_andrstrnglc_c	androsteroneglucuronide		VFUIRAVTUVCQTF-BSOWLZGZSA-N	466.2566682
M_anth_c	Anthranilate	C7H7NO2	RWZYAGGXGHYGMB-UHFFFAOYSA-N	137.0476785
M_arach_c	arachidate	C20H40O2	VKOBVWXKNCXXDE-UHFFFAOYSA-N	312.3028305
M_arachd_e	arachidonate	C20H32O2	YZXBAPSDXZZRGB-DOFZRALJSA-N	304.2402303
M_arachcrn_c	arachidoylcarnitine	C27H53NO4	SVJLJQBGUITFLI-UHFFFAOYSA-N	455.3974592
M_arachcoa_c	arachidoyl-CoA(4-)	C41H74N7O17P3S	JYLSVNBJLYCSSW-IBYUJNRCSA-N	1061.407476
M_aso4_c	arsenate(2-)	AsH3O4	DJHGAFSJWGLOIV-UHFFFAOYSA-N	141.924729
M_aso3_c	arsenite(1-)	AsH3O3	GCPXMJHSNVMWNM-UHFFFAOYSA-N	125.929814
M_acetln_c	aspartylglycosamine	C12H21N3O8	YTTRPBWEMMPYSW-HRRFRDKFSA-N	335.1328646
M_atp_m	ATP	C10H16N5O13P3	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	506.9957466
M_docosac_c	behenate	C22H44O2	UKMSUNONTOPOIO-UHFFFAOYSA-N	340.3341307
M_ala_B_m	Beta-alanine	C3H7NO2	UCMIRNVEIXFBKS-UHFFFAOYSA-N	89.04767847
M_balab_c	Beta-alaninebetaine	C6H13NO2	ACZVSMNFVFBOTM-UHFFFAOYSA-N	131.0946287
M_caro_c	beta-Carotene	C40H56	OENHQHLEOONYIE-JLTXGRSLSA-N	536.4382018
M_fru_B_n	Beta-D-fructose	C6H12O6	RFSUNEUAIZKAJO-ARQDHWQXSA-N	180.0633881
M_glc_bD_n	Beta-D-glucose	C6H12O6	WQZGKKKJIJFFOK-VFUOTHLCSA-N	180.0633881
M_g1p_B_c	beta-D-glucose1-phosphate(2-)	C6H13O9P	HXXFSFRBOHSIMQ-DVKNGEFBSA-N	260.029719
M_g6p_B_n	beta-D-glucose-6-phosphate(2-)	C6H13O9P	NBSCHQHZLSJFNQ-VFUOTHLCSA-N	260.029719
M_betald_m	Betainealdehyde	C5H12NO	SXKNCCSPZDCRFD-UHFFFAOYSA-N	102.0913404
M_betnd_c	betanidin	C18H16N2O8	BBJUSJOGHYQDQX-AAEUAGOBSA-N	388.0906655
M_betqu_c	betanidinquinone(2-)	C18H14N2O8	WAVPHGICHZOYMQ-AAEUAGOBSA-N	386.0750154
M_hco3_c	Bicarbonate	CH2O3	BVKZGUZCCUSVTD-UHFFFAOYSA-N	62.00039392
M_bilirub_c	Bilirubin(2-)	C33H36N4O6	BPYKTIZUTYGOLE-IFADSCNNSA-N	584.2634849
M_bildglcur_c	Bilirubinbeta-diglucuronide(2-)	C45H52N4O18	SCJLWMXOOYZBTH-SDXZDYKGSA-N	936.3276609
M_btn_c	biotinate	C10H16N2O3S	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	244.0881636
M_but_c	butyrate	C4H8O2	FERIUCNNQQJTOY-UHFFFAOYSA-N	88.0524295
M_arachdcrn_c	arachidonoylcarnitine	C27H45NO4	RBFQHRALHSUPIA-SNPVRQPZSA-N	447.3348589
M_arachdcoa_c	arachidonoyl-CoA(4-)	C41H66N7O17P3S	JDEPVTUUCBFJIW-YQVDHACTSA-N	1053.344876
M_camp_n	3',5'-cyclicAMP(1?)	C10H12N5O6P	IVOMOUWHDPKRLL-KQYNXXCUSA-N	329.0525201
M_dca_c	caprate	C10H20O2	GHVNFZFCNZKVNT-UHFFFAOYSA-N	172.1463299
M_cbp_c	Carbamoylphosphate(2-)	CH4NO5P	FFQKYPRQEYGKAF-UHFFFAOYSA-N	140.9827092
M_co_c	carbonmonoxide	CO	UGFAIRIUMAVXCW-UHFFFAOYSA-N	27.99491462
M_cdp_c	CDP(3-)	C9H15N3O11P2	ZWIADYZPOWUWEW-XVFCMESISA-N	403.0181823
M_cdpchol_c	CDP-choline(1-)	C14H27N4O11P2	RZZPDXZPRHQOCG-OJAKKHQRSA-O	489.1146081
M_cdpea_c	CDP-ethanolamine(1-)	C11H20N4O11P2	WVIMUEUQJFPNDK-PEBGCTIMSA-N	446.0603815
M_clb_c	Cellobiose	C12H22O11	GUBGYTABKSRVRQ-CUHNMECISA-N	342.1162115
M_hexc_c	cerotate	C26H52O2	XMHIUKTWLZUKEX-UHFFFAOYSA-N	396.3967309
M_hexccoa_c	cerotoyl-CoA(4-)	C47H86N7O17P3S	FHLYYFPJDVYWQH-CPIGOPAHSA-N	1145.501377
M_chttr_c	chitotriose	C18H35N3O13	RQFQJYYMBWVMQG-NLJWRWSBSA-N	501.2169882
M_cholate_c	Cholate	C24H40O5	BHQCQFFYRZLCQQ-OELDTZBJSA-N	408.2875744
M_ddsmsterol_c	cholesta-5,7,24-trien-3beta-ol	C27H42O	RUSSPKPUXDSHNC-DDPQNLDTSA-N	382.323566
M_chlstol_c	cholesta-7,24-dien-3-beta-ol	C27H44O	PKEPPDGGTSZLBL-SKCNUYALSA-N	384.339216
M_chsterol_c	Cholesterol	C27H46O	HVYWMOMLDIMFJA-DPAQBDIFSA-N	386.3548661
M_chol_c	Choline	C5H14NO	OEYIOHPDSNJKLS-UHFFFAOYSA-N	104.1069905
M_cholp_c	Cholinephosphate(1-)	C5H15NO4P	YHHSONZFOIEMCP-UHFFFAOYSA-O	184.0733214
M_cholcoa_c	Choloyl-CoA(4-)	C45H74N7O20P3S	ZKWNOTQHFKYUNU-JGCIYWTLSA-N	1157.39222
M_cinnavalininate_c	Cinnavalininate(2-)	C14H8N2O6	FSBKJYLVDRVPTK-UHFFFAOYSA-N	300.038236
M_fa19c11_c	cis-11,12-methyleneoctadecanoicacid	C19H36O2	IJKRDVKGCQRKBI-QRWMCTBCSA-N	296.2715304
M_fa19c11crn_c	cis-11,12-methyleneoctadecanoylcarnitine	C26H49NO4	JNTWSORSSDLYPI-NSQNTRMNSA-N	439.3661591
M_fa19c11coa_c	cis-11,12-methyleneoctadecanoylCoA(4-)	C40H70N7O17P3S	VDYGDLAYZYHVKO-BBAONULGSA-N	1045.376176
M_retinol_cis_11_c	cis-11-retinol	C20H30O	FPIPGXGPPPQFEQ-IOUUIBBYSA-N	286.2296656
M_fa17c9_c	cis-9,10-methylenehexadecanoate	C17H32O2	MUZYOAHCGSIXJH-JKSUJKDBSA-N	268.2402303
M_fa17c9crn_c	cis-9,10-methylenehexadecanoylcarnitine	C24H45NO4	HZZZPXYJZMCKMS-UGGDCYSXSA-N	411.3348589
M_fa17c9coa_c	cis-9,10-methylenehexadecanoylcoa	C38H66N7O17P3S	BFNSTMZTKHJMAT-FEJRGTKPSA-N	1017.344876
M_retinal_cis_9_c	cis-9-retinal	C20H28O	NCYCYZXNIZJOKI-MKOSUFFBSA-N	284.2140155
M_acon_C_c	cis-aconitate(3-)	C6H6O6	GTZCVFVGUGFEME-IWQZZHSRSA-N	174.0164379
M_cit_c	Citrate(3-)	C6H8O7	KRKNYBCHXYNGOX-UHFFFAOYSA-N	192.0270026
M_cmp_n	CMP(2-)	C9H14N3O8P	IERHLVCPSMICTF-XVFCMESISA-N	323.0518514
M_co2_e	carbondioxide	CO2	CURLTUGMZLYLDI-UHFFFAOYSA-N	43.98982924
M_cbl1_c	Cob(I)alamin	C62H89CoN13O14P	OMAOKVYASDIYQG-DSRCUDDDSA-M	1329.572151
M_coa_c	CoenzymeA(4-)	C21H36N7O16P3S	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	767.1152103
M_b2coa_n	Crotonoyl-CoA(4-)	C25H40N7O17P3S	KFWWCMJSYSSPSK-PAXLJYGASA-N	835.141425
M_ctp_c	CTP(4-)	C9H16N3O14P3	PCDQPRRSZKQHHS-XVFCMESISA-N	482.9845132
M_cgly_c	Cys-Gly	C5H10N2O3S	ZUKPVRWZDMRIEO-VKHMYHEASA-N	178.0412134
M_cytd_e	Cytidine	C9H13N3O5	UHDGCWIWMRVCDJ-XVFCMESISA-N	243.0855205
M_csn_c	cytosine	C4H5N3O	OPTASPLRGRRNAP-UHFFFAOYSA-N	111.0432618
M_4ppan_c	D-4-Phosphopantothenate(3-)	C9H18NO8P	XHFVGHPGDLDEQO-ZETCQYMHSA-N	299.0770035
M_dadp_n	dADP(3-)	C10H15N5O9P2	DAEAPNUQQAICNR-RRKCRQDMSA-N	411.0345011
M_ala_D_c	D-Alanine	C3H7NO2	QNAYBMKLOCPYGJ-UWTATZPHSA-N	89.04767847
M_sphs1p_c	Sphingosine1-phosphate	C18H38NO5P	DUYSYHSSBDVJSM-KRWOKUGFSA-N	379.2487603
M_damp_m	dAMP(2-)	C10H14N5O6P	KHWCHTKSEGGWEX-RRKCRQDMSA-N	331.0681702
M_arg_D_c	D-arginine	C6H14N4O2	ODKSFYDXXFIFQN-SCSAIBSYSA-N	174.1116757
M_asp_D_c	D-Aspartate	C4H7NO4	CKLJMWTZIZZHCS-UWTATZPHSA-N	133.0375077
M_datp_m	dATP(3-)	C10H16N5O12P3	SUYVUBYJARFZHO-RRKCRQDMSA-N	491.000832
M_dcdp_n	dCDP(3-)	C9H15N3O10P2	FTDHDKPUHBLBTL-SHYZEUOFSA-N	387.0232677
M_dcmp_c	dCMP(2-)	C9H14N3O7P	NCMVOABPESMRCP-SHYZEUOFSA-N	307.0569368
M_dctp_m	dCTP(4-)	C9H16N3O13P3	RGWHQCVHVJXOKC-SHYZEUOFSA-N	466.9895986
M_dnad_m	Deamino-NAD+	C21H26N6O15P2	SENPVEZBRZQVST-HISDBWNOSA-N	664.0931382
M_deccar_c	decanoylcarnitine	C17H33NO4	LZOSYCMHQXPBFU-UHFFFAOYSA-N	315.2409585
M_dcacoa_c	decanoyl-CoA(4-)	C31H54N7O17P3S	CNKJPHSEFDPYDB-HSJNEKGZSA-N	921.2509755
M_dhdascb_c	Dehydroascorbate	C6H6O6	SBJKKFFYIZUCET-JLAZNSOCSA-N	174.0164379
M_thp2c_m	Delta1-piperideine-6-carboxylate	C6H9NO2	CSDPVAKVEWETFG-UHFFFAOYSA-N	127.0633285
M_dcyt_c	Deoxycytidine	C9H13N3O4	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	227.0906059
M_dgsn_n	Deoxyguanosine	C10H13N5O4	YKBGVTZYEHREMT-KVQBGUIXSA-N	267.0967539
M_din_n	Deoxyinosine	C10H12N4O4	VGONTNSXDCQUGY-RRKCRQDMSA-N	252.0858549
M_duri_c	Deoxyuridine	C9H12N2O5	MXHRCPNRJAMMIM-SHYZEUOFSA-N	228.0746215
M_dpcoa_c	Dephospho-CoA(2-)	C21H35N7O13P2S	KDTSHFARGAKYJN-IBOSZNHHSA-N	687.1488794
M_e4p_c	D-Erythrose4-phosphate(2-)	C4H9O7P	NGHMDNPXVRFFGS-IUYQGCFVSA-N	200.0085896
M_dsmsterol_c	desmosterol	C27H44O	AVSXSVCZWQODGV-DPAQBDIFSA-N	384.339216
M_fdp_c	D-Fructose1,6-bisphosphate(4-)	C6H14O12P2	RNBGYGVWRKECFJ-ARQDHWQXSA-N	339.9960499
M_f26bp_n	D-Fructose2,6-bisphosphate(4-)	C6H14O12P2	YXWOAJXNVLXPMU-ZXXMMSQZSA-N	339.9960499
M_f6p_m	beta-D-fructofuranose6-phosphate(2?)	C6H13O9P	BGWGXPAPYGQALX-ARQDHWQXSA-N	260.029719
M_gal_c	D-Galactose	C6H12O6	WQZGKKKJIJFFOK-FPRJBGLDSA-N	180.0633881
M_dgdp_n	dGDP(3-)	C10H15N5O10P2	CIKGWCTVFSRMJU-KVQBGUIXSA-N	427.0294157
M_glcr_c	D-Glucarate(2-)	C6H10O8	DSLZVSRJTYRBFB-LLEIAEIESA-N	210.0375673
M_glcn_c	D-Gluconate	C6H12O7	RGHNJXZEOKUKBD-SQOUGZDYSA-N	196.0583027
M_gam_c	D-Glucosamine(1+)	C6H13NO5	MSWZFWKMSRAUBD-QZABAPFNSA-N	179.0793725
M_gam6p_c	D-Glucosamine6-phosphate(1-)	C6H14NO8P	XHMJOUIAFHJHBW-IVMDWMLBSA-N	259.0457034
M_g1p_n	alpha-D-Glucose1-phosphate(2-)	C6H13O9P	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	260.029719
M_glac_c	D-glucurono-6,3-lactone	C6H8O6	UYUXSRADSPPKRZ-SKNVOMKLSA-N	176.032088
M_glyald_m	D-Glyceraldehyde	C3H6O3	MNQZXJOMYWMBOU-VKHMYHEASA-N	90.03169405
M_glyc_R_c	D-glycerate	C3H6O4	RBNPOMFGQQGHHO-UWTATZPHSA-N	106.0266087
M_2pg_m	D-Glycerate2-phosphate(3-)	C3H7O7P	GXIURPTVHJPJLF-UWTATZPHSA-N	185.9929396
M_dgmp_c	dGMP(2-)	C10H14N5O7P	LTFMZDNNPPEQNG-KVQBGUIXSA-N	347.0630848
M_dgtp_n	dGTP(4-)	C10H16N5O13P3	HAAZLUGHYHWQIW-KVQBGUIXSA-N	506.9957466
M_didp_c	dIDP(3-)	C10H14N4O10P2	BKUSIKGSPSFQAC-RRKCRQDMSA-N	412.0185167
M_dlnlcgcrn_c	dihomo-gamma-linolenylcarnitine	C27H47NO4	RDIZZXFTCZPSRY-YOILPLPUSA-N	449.350509
M_dlnlcgcoa_c	dihomo-gamma-linolenylcoenzymeA(4-)	C41H68N7O17P3S	FJWJALRUNNZIBB-DDQUOPDJSA-N	1055.360526
M_dhnpt_c	Dihydroneopterin	C9H13N5O4	YQIFAMYNGGOTFB-XINAWCOVSA-N	255.0967539
M_dha_c	Dihydroxyacetone	C3H6O3	RXKJFZQQPQGTFL-UHFFFAOYSA-N	90.03169405
M_dhap_m	Dihydroxyacetonephosphate(2-)	C3H7O6P	GNGACRATGGDKBX-UHFFFAOYSA-N	169.9980249
M_dmpp_c	prenyldiphosphate(3?)	C5H12O7P2	CBIDRCWHNCKSTO-UHFFFAOYSA-N	246.0058267
M_dimp_n	dIMP(2-)	C10H13N4O7P	PHNGFPPXDJJADG-RRKCRQDMSA-N	332.0521858
M_ppi_n	Diphosphate(3-)	H4O7P2	XPPKVPWEQAFLFU-UHFFFAOYSA-N	177.9432265
M_dtt_n	dithiothreitol	C4H10O2S2	VHJLVAABSRFDPM-IMJSIDKUSA-N	154.0122219
M_ditp_n	dITP(4-)	C10H15N4O13P3	UFJPAQSLHAGEBL-RRKCRQDMSA-N	491.9848476
M_lald_D_c	D-Lactaldehyde	C3H6O2	BSABBBMNWQWLLU-GSVOUGTGSA-N	74.03677943
M_lac_D_n	D-lactate	C3H6O3	JVTAAEKCZFNVCJ-UWTATZPHSA-N	90.03169405
M_man_e	D-Mannose	C6H12O6	WQZGKKKJIJFFOK-QTVWNMPRSA-N	180.0633881
M_man1p_n	D-Mannose1-phosphate(2-)	C6H13O9P	HXXFSFRBOHSIMQ-RWOPYEJCSA-N	260.029719
M_man6p_n	D-Mannose6-phosphate(2-)	C6H13O9P	NBSCHQHZLSJFNQ-QTVWNMPRSA-N	260.029719
M_mi1346p_c	D-myo-inositol(1,3,4,6)-tetrakisphosphate(8-)	C6H16O18P4	ZAWIXNGTTZTBKV-JMVOWJSSSA-N	499.9287117
M_mi1456p_c	D-myo-inositol(1,4,5,6)-tetrakisphosphate(8-)	C6H16O18P4	MRVYFOANPDTYBY-YORTWTKJSA-N	499.9287117
M_docoscrn_c	docosanoylcarnitine	C29H57NO4	IUMXSSOVGPXXJL-UHFFFAOYSA-N	483.4287593
M_docoscoa_c	docosanoyl-CoA(4-)	C43H78N7O17P3S	NDDZLVOCGALPLR-GNSUAQHMSA-N	1089.438776
M_ddca_c	Dodecanoate(n-C12:0)	C12H24O2	POULHZVOKOAJMA-UHFFFAOYSA-N	200.17763
M_ddcrn_c	dodecanoylcarnitine	C17H33NO4	FUJLYHJROOYKRA-UHFFFAOYSA-N	343.2722587
M_ddcacoa_c	Dodecanoyl-CoA(n-C12:0CoA)(4-)	C33H58N7O17P3S	YMCXGHLSVALICC-GMHMEAMDSA-N	949.2822756
M_dopa_e	Dopamine	C8H11NO2	VYFYYTLLBUKUHU-UHFFFAOYSA-N	153.0789786
M_dopaqn_c	Dopaquinone	C9H9NO4	AHMIDUVKSGCHAU-LURJTMIESA-N	195.0531578
M_ru5p_D_c	D-ribulose-5-phosphate(2-)	C5H11O8P	FNZLKVNUWIIPSJ-UHNVWZDZSA-N	230.0191543
M_sorbitol_m	D-sorbitol	C6H14O6	FBPFZTCFMRRESA-JGWLITMVSA-N	182.0790382
M_dtdp_m	dTDP(3-)	C10H16N2O11P2	UJLXYODCHAELLY-XLPZGREQSA-N	402.0229333
M_dtmp_n	dTMP(2-)	C10H15N2O8P	GYOZYWVXFNDGLU-XLPZGREQSA-N	322.0566024
M_dttp_m	dTTP(4-)	C10H17N2O14P3	NHVNXKFIZYSCEB-XLPZGREQSA-N	481.9892642
M_dudp_n	dUDP(3-)	C9H14N2O11P2	QHWZTVCCBMIIKE-SHYZEUOFSA-N	388.0072833
M_dump_n	dUMP(2-)	C9H13N2O8P	JSRLJPSBLDHEIO-SHYZEUOFSA-N	308.0409524
M_dutp_m	dUTP(4-)	C9H15N2O14P3	AHCYMLUZIRLXAA-SHYZEUOFSA-N	467.9736142
M_xyl_D_e	D-xylose	C5H10O5	PYMYPHUHKUWMLA-VPENINKCSA-N	150.0528234
M_xylu_D_c	D-xylulose	C5H10O5	ZAQJHHRNXZUBTE-WUJLRWPWSA-N	150.0528234
M_xu5p_D_c	D-xylulose-5-phosphate(2-)	C5H11O8P	FNZLKVNUWIIPSJ-RFZPGFLSSA-N	230.0191543
M_eicostetcrn_c	(8Z,11Z,14Z,17Z)-icosatetraenoyl-carnitine	C27H45NO4	VPEBWBVNBKLXSR-DOFZRALJSA-N	447.3348589
M_eicostetcoa_c	(8Z,11Z,14Z,17Z)-icosatetraenoyl-CoA(4-)	C41H66N7O17P3S	PLHICYKOPITJJT-QWOXCLFSSA-N	1053.344876
M_enphpyr_c	enol-Phenylpyruvate	C9H8O3	DEDGUGJNLNLJSR-UHFFFAOYSA-N	164.0473441
M_etoh_c	Ethanol	C2H6O	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	46.04186481
M_etha_c	Ethanolamine	C2H7NO	HZAXFHJVJLSVMW-UHFFFAOYSA-N	61.05276385
M_ethamp_c	Ethanolaminephosphate	C2H8NO4P	SUHOOTKUPISOBE-UHFFFAOYSA-N	141.0190947
M_frdp_c	trans,trans-Farnesyldiphosphate	C15H28O7P2	VWFJDQUYCIWHTN-YFVJMOTDSA-N	382.1310272
M_ct_frdp_c	cis,trans-Farnesyldiphosphate	C15H28O7P2	VWFJDQUYCIWHTN-PVMFERMNSA-N	382.1310272
M_fa13p0iso_c	isotridecanoate	C13H26O2	SIOLDWZBFABPJU-UHFFFAOYSA-N	214.1932801
M_fa15p0iso_c	Fattyacid(C15:iso)	C15H30O2	ZOCYQVNGROEVLU-UHFFFAOYSA-N	242.2245802
M_fa17p0iso_c	Fattyacid(C17:iso)	C17H34O2	IIUXHTGBZYEGHI-UHFFFAOYSA-N	270.2558803
M_fa15p0isocrn_c	Fattyacyl(C15:iso)carnitine	C22H43NO4	ZXSCUWOHNPYHGO-UHFFFAOYSA-N	385.3192089
M_fa15p0isocoa_c	Fattyacyl(C15:iso)coa(4-)	C36H64N7O17P3S	TZHWAJXXUMOTBV-VTINEICCSA-N	991.3292258
M_fa17p0isocrn_c	Fattyacyl(C17:iso)carnitine	C24H47NO4	BGFOOMQLURIKCP-UHFFFAOYSA-N	413.350509
M_fa17p0isocoa_c	Fattyacyl(C17:iso)coa(4-)	C38H68N7O17P3S	AZUNRVWJJVHLJB-DUPKZGIXSA-N	1019.360526
M_fa24p0coa_c	Fattyacyl(C24:0)coa(4-)	C45H82N7O17P3S	MOYMQYZWIUKGGY-JBKAVQFISA-N	1117.470076
M_fa9p0isocrn_c	Fattyacyl(C9:iso)carnitine	C16H31NO4	XHDNKNHXZIJLOY-UHFFFAOYSA-N	301.2253085
M_fa9p0isocoa_c	Fattyacyl(C9:iso)coa(4-)	C30H52N7O17P3S	VLQMJDKLPNKZNA-FUEUKBNZSA-N	907.2353254
M_fad_m	FAD(3-)	C27H33N9O15P2	VWWQXMAJTJZDQX-UYBVJOGSSA-N	785.1571354
M_fadh2_m	FADH2(2-)	C27H35N9O15P2	YPZRHBJKEMOYQH-UYBVJOGSSA-N	787.1727855
M_fmn_c	FMN(3-)	C17H21N4O9P	FVTCRASFADXXNN-SCRDCRAPSA-N	456.1046153
M_fol_c	Folate(2-)	C19H19N7O6	OVBPIULPVIDEAO-LBPRGKRZSA-N	441.1396814
M_fald_m	Formaldehyde	CH2O	WSFSSNUMVMOOMR-UHFFFAOYSA-N	30.01056468
M_for_m	Formate	CH2O2	BDAGIHXWWSANSR-UHFFFAOYSA-N	46.0054793
M_for_isogln_c	formyl-isoglutamine	C6H10N2O4	WLTXUKAQFBTJKS-UHFFFAOYSA-N	174.0640568
M_f1p_c	fructose-1-phosphate(2-)	C6H13O9P	RHKKZBWRNHGJEZ-VRPWFDPXSA-N	260.029719
M_fecost_c	fucosterol	C29H48O	OSELKOCHBMDKEJ-JUGJNGJRSA-N	412.3705162
M_fum_m	Fumarate(2-)	C4H4O4	VZCYOOQTPOCHFL-OWOJBTEDSA-N	116.0109586
